"cue_anexo","nombre","sector","estado","domicilio","cp","telefono","localidad","departamento","email","lat","lon"
"140170800","DEAN GREGORIO FUNES","Estatal","Activo","CALLE PUBLICA S/Nº CAMPO LA ZULEMA P/UCACHA","X2677","","CAMPO LA ZULEMA","JUAREZ CELMAN","apagliero@cgdweb.com.ar","-32.9223884038","-63.5372352176"
"140108600","SANTIAGO DERQUI","Estatal","Activo","CALLE PUBLICA S/Nº CAMPO MAYOL P/HUANCHILLA","X6121","15497195DIR","CAMPO MAYOL","JUAREZ CELMAN","cardon_rue@hotmail.com","-33.7524659793787","-63.589419252906"
"140312300","LUIS RAVERA","Estatal","Activo","CALLE PUBLICA S/Nº CAMPO SAN JUAN","X2677","","CAMPO SAN JUAN","JUAREZ CELMAN","","-33.2127866912376","-63.5626737483064"
"140195300","J.DE INF. JORGE WASHINGTON ABALOS","Estatal","Activo","JUAN BAUTISTA BUSTOS 30 PASTORA V. DE AGUIRRE CARNERILLO","X5805","","CARNERILLO","JUAREZ CELMAN","jardinjwa@yahoo.com.ar","-32.9119283","-64.0220233"
"140383800","ESCUELA SAN JOSE DE CALASANZ","Estatal","Activo","PASTORA V. DE AGUIRRE 13 CARNERILLO","X5819","","CARNERILLO","JUAREZ CELMAN","cecarnerillo@carnerillo.com.ar","-32.9120042","-64.0226561"
"140384100","INSTITUTO SECUNDARIO CARNERILLO","Privado","Activo","JULIO ARGENTINO OROÑO 264 CENTRO CARNERILLO","X5805","","CARNERILLO","JUAREZ CELMAN","secundario_carnerillo@yahoo.com.ar","-32.9120041948022","-64.0226561000879"
"140429801","C.E.N.M.A. GENERAL CABRERA - ANEXO CARNERILLO","Estatal","Activo","PASTORA VILDOZA DE AGUIRRE 13 CENTRO CARNERILLO","X5819","","CARNERILLO","JUAREZ CELMAN","","-32.9120042","-64.0226561"
"140101905","C.E.N.M.A. No. 346 ANEXO SEDE CHARRAS","Estatal","Activo","SAN MARTIN 565 CENTRO CHARRAS","X5807","","CHARRAS","JUAREZ CELMAN","","",""
"140171600","J.DE INF. TTE. CORONEL JUAN DUARTE ARDOY","Estatal","Activo","SARMIENTO 112 CENTRO CHARRAS","X5807","","CHARRAS","JUAREZ CELMAN","jardin.ardoy@gmail.com","-33.0244071","-64.0479089"
"140312500","INSTITUTO SECUNDARIO CHARRAS","Privado","Activo","SAN MARTIN 565 CHARRAS","X5807","","CHARRAS","JUAREZ CELMAN","institutocharras@gmail.com","-33.0247004947404","-64.04842890009"
"140312600","ESCUELA TTE. CNEL. JUAN DUARTE ARDOY","Estatal","Activo","SARMIENTO 182 CENTRO CHARRAS","X5807","","CHARRAS","JUAREZ CELMAN","daysileceta@hotmail.com","-33.0247005","-64.0484289"
"140101400","ESCUELA HILARIO ASCASUBI","Estatal","Activo","CALLE PUBLICA S/N COLONIA ALTO VERDE NORTE P/ALEJANDRO ROCA","X2686","","COLONIA ALTO VERDE","JUAREZ CELMAN","","-33.3004388474902","-63.8099590801449"
"140125900","COMANDANTE ANDRESITO","Estatal","Activo","CALLE PUBLICA COLONIA CAMPO ALBANO P/STA.EUFEMIA","X2671","","COLONIA CAMPO ALBANO","JUAREZ CELMAN","cecandresito@yahoo.com ar","-33.2895128","-63.1411171"
"140195200","MARIANO MORENO","Estatal","Activo","CALLE PUBLICA S/Nº COLONIA DOLORES P/GENERAL DEHEZA","X5809","","COLONIA DOLORES","JUAREZ CELMAN","dalcero_patricia@yahoo.com.ar","-32.7600999158","-63.9572567769"
"140334400","GRAL. VICTORIANO RODRIGUEZ","Estatal","Activo","ZONA RURAL POR LA CARLOTA S/Nº COLONIA GRANJA LA CELINA P/LA CARLOTA","X2670","421247direc","COLONIA GRANJA LA CELINA","JUAREZ CELMAN","lucreciafy@hotmail.com","-33.4915046","-63.2388524"
"140196000","MARIANO MORENO","Estatal","Activo","CALLE PUBLICA S/Nº COLONIA LA FLORIDA P/GRAL.DEHEZA","X5923","","COLONIA LA FLORIDA","JUAREZ CELMAN","dalcero_patricia@yahoo.com.ar","-32.8498544454","-63.5806529842"
"140125400","CORONEL JUAN GUALBERTO ECHEVERRIA","Estatal","Activo","CALLE PUBLICA S/N COLONIA LA LEGUA P/LA CARLOTA","X2670","","COLONIA LA LEGUA","JUAREZ CELMAN","lucreciafy@hotmail.com","-33.4388734","-63.2088361"
"140109400","CORNELIO SAAVEDRA","Estatal","Activo","CALLE PUBLICA S/Nº COLONIA LA MONONA P/HUANCHILLA","X6121","","COLONIA LA MONONA","JUAREZ CELMAN","stellacur@yahoo.com.ar","-33.826388","-63.6408586"
"140170400","SARGENTO CABRAL","Estatal","Activo","CALLE PUBLICA S/Nº COLONIA LAS MERCEDITAS P/BENGOLEA","X5008","","COLONIA LAS MERCEDITAS","JUAREZ CELMAN","INSTITUTO_CASTAGNINO@UCACHANET.COM.AR","-33.1577137342799","-63.6783368614583"
"140128200","MARCOS ARISTIDES VICTORIA","Estatal","Activo","CALLE PUBLICA S/Nº COLONIA MAIPU (P/LA CARLOTA)","X2670","","COLONIA MAIPU","JUAREZ CELMAN","lucreciafy@hotmail.com","-33.4703532835425","-63.4382106546036"
"140170700","MANUEL BELGRANO","Estatal","Activo","CALLE PUBLICA S/Nº COLONIA MARIA ANGELINA P/BENGOLEA","X5807","","COLONIA MARIA ANGELINA","JUAREZ CELMAN","apagliero@cgdweb.com.ar","-32.9438313","-63.7423645"
"140109700","FRAY MOISES ALVAREZ","Estatal","Activo","CALLE PUBLICA S/Nº COLONIA SAN JOSE P/ALEJANDRO ROCA","X2686","","COLONIA SAN JOSE","JUAREZ CELMAN","laquecucha_67@hotmail.com.ar","-33.4575855","-63.6803348"
"140109600","OLEGARIO VICTOR ANDRADE","Estatal","Activo","CALLE PUBLICA s/N° COLONIA SANTA CLARA P/ALEJANDRO ROCA","X2686","","COLONIA SANTA CLARA","JUAREZ CELMAN","cargustavo@hotmail.com.ar","-33.4751101999885","-63.8128332448735"
"140195400","DOMINGO FAUSTINO SARMIENTO","Estatal","Activo","CALLE PUBLICA S/Nº COLONIA SANTA PAULA-CARNERILLO","X5805","","COLONIA SANTA PAULA","JUAREZ CELMAN","dalcero_patricia@yahoo.com.ar","-32.9384653171163","-63.9016509620902"
"140194900","GENERAL CONRADO VILLEGAS","Estatal","Activo","CALLE PUBLICA S/Nº COLONIA SANTO TOMAS P/GRAL.DEHEZA","X5923","","COLONIA SANTO TOMA","JUAREZ CELMAN","dalcero _patricia@yahoo.com.ar","-32.7055636705","-63.7966524497"
"140108500","CARLOS MARIA DE ALVEAR","Estatal","Activo","CALLE PUBLICA S/N EL RASTREADOR P/HUANCHILLA","X6121","421380DIR","EL RASTREADOR","JUAREZ CELMAN","ngbalog26@hotmail.com","-33.6649178","-63.5423588"
"140125501","J.DE INF. DOMINGO FAUSTINO SARMIENTO ANEXO EL RASTREADOR","Estatal","Activo","CALLE PUBLICA S/N°","X6121","","EL RASTREADOR","JUAREZ CELMAN","","-33.6661178641841","-63.541265611231"
"140171000","J.DE INF. EMILIO F. DE OLMOS","Estatal","Activo","12 DE OCTUBRE 565 CENTRO GENERAL CABRERA","X5809","","GENERAL CABRERA","JUAREZ CELMAN","lilimellano@hotmail.com","-32.8129099948569","-63.8739500000733"
"140171100","J.DE INF. JOSE MARIA PAZ","Estatal","Activo","25 DE MAYO 1183 LAS ROSAS GENERAL CABRERA","X5809","","GENERAL CABRERA","JUAREZ CELMAN","lilianamargarita1@hotmail.com","-32.8129099948569","-63.8739500000733"
"140171200","J.DE INF. FRAY PIO BENTIVOGLIO","Estatal","Activo","MAIPU Y RIVADAVIA S/Nº ARGENTINO GENERAL CABRERA","X5809","4931308DIR","GENERAL CABRERA","JUAREZ CELMAN","ELGRINGO_001@hotmail.com","-32.8129099948569","-63.8739500000733"
"140171300","C.E.N.P.A. DE GRAL.CABRERA","Estatal","Activo","MAIPU 962 ARGENTINO GENERAL CABRERA","X5809","","GENERAL CABRERA","JUAREZ CELMAN","","-32.8129099948569","-63.8739500000733"
"140194600","I.P.E.A. Nº 291","Estatal","Activo","Ruta Nacional 158 GENERAL CABRERA","X5809","","GENERAL CABRERA","JUAREZ CELMAN","ipem291@hotmail.com","-32.8129099948569","-63.8739500000733"
"140195100","ESCUELA JOSE MARIA PAZ","Estatal","Activo","25 DE MAYO 1183 LAS ROSAS GENERAL CABRERA","X5809","","GENERAL CABRERA","JUAREZ CELMAN","marcelabertucci@.com.ar","-32.8129099948569","-63.8739500000733"
"140383600","INST. SUP. JERONIMO LUIS DE CABRERA","Estatal","Activo","9 DE JULIO S/N° CENTRO","X5809","4932872/4939637","GENERAL CABRERA","JUAREZ CELMAN","instsupjlc@cgweb.com.ar","-32.8129099948569","-63.8739500000733"
"140383700","ESC. ESP. JERONIMO LUIS DE CABRERA","Estatal","Activo","A.LATINA 810 GENERAL CABRERA","X5809","","GENERAL CABRERA","JUAREZ CELMAN","","-32.8129099948569","-63.8739500000733"
"140383900","ESCUELA FRAY PIO BENTIVOGLIO","Estatal","Activo","MAIPU 962 BARRIO ARGENTINO GENERAL CABRERA","X5809","","GENERAL CABRERA","JUAREZ CELMAN","telecentrogc@hotmail.com.ar","-32.8129099948569","-63.8739500000733"
"140384000","ESCUELA EMILIO FELIPE OLMOS","Estatal","Activo","20 DE SEPTIEMBRE 584 CENTRO GENERAL CABRERA","X5809","","GENERAL CABRERA","JUAREZ CELMAN","emilio_folmos@hotmail.com","-32.8129099948569","-63.8739500000733"
"140429800","C.E.N.M.A. GENERAL CABRERA","Estatal","Activo","MAIPU 962 ARGENTINO GENERAL CABRERA","X5809","","GENERAL CABRERA","JUAREZ CELMAN","","-32.8129099948569","-63.8739500000733"
"140460000","CEDER GENERAL CABRERA","Estatal","Activo","TUCUMÁN 1264 CENTRO","X5809","","GENERAL CABRERA","JUAREZ CELMAN","ceder_gral_cabrera05@hotmail.com","-32.8129099948569","-63.8739500000733"
"140462000","C.E.P.E.A. LA POSTA","Estatal","Activo","CORDOBA 1050 CENTRO GENERAL CABRERA","X5809","","GENERAL CABRERA","JUAREZ CELMAN","egceballos@cgdweb.com.ar","-32.8129099948569","-63.8739500000733"
"140096800","INSTITUTO SUPERIOR 25 DE MAYO","Privado","Activo","BV. SAN MARTIN 136 CENTRO GENERAL DEHEZA","X5923","","GENERAL DEHEZA","JUAREZ CELMAN","25demayo@cgdweb.com.ar","-32.7564299948881","-63.7861200000652"
"140194700","J.DE INF. GENERAL SAN MARTIN","Estatal","Activo","PASO 87 CENTRO GENERAL DEHEZA","X5923","","GENERAL DEHEZA","JUAREZ CELMAN","jardinsanmartin1@hotmail.com","-32.7564299948881","-63.7861200000652"
"140194800","ESCUELA NOCTURNA NELDA FERRACINI DE ROIG","Estatal","Activo","BV. ALMIRANTE BROWN 206 GENERAL DEHEZA","X5923","","GENERAL DEHEZA","JUAREZ CELMAN","","-32.7564299948881","-63.7861200000652"
"140195000","ESCUELA GENERAL SAN MARTIN","Estatal","Activo","BV. SAN MARTIN 251 CENTRO GENERAL DEHEZA","X5923","","GENERAL DEHEZA","JUAREZ CELMAN","cleliarainero@hotmail.com","-32.7564299948881","-63.7861200000652"
"140195500","J.DE INF. MARTIN GUEMES","Estatal","Activo","LAPRIDA 567 GENERAL DEHEZA","X5923","","GENERAL DEHEZA","JUAREZ CELMAN","jardinguemes@cgdweb.com.ar","-32.7564299948881","-63.7861200000652"
"140195700","COLEGIO ADRIAN P.URQUIA","Privado","Activo","BV. ALMIRANTE BROWN 279 ACEITERO GENERAL DEHEZA","X5923","","GENERAL DEHEZA","JUAREZ CELMAN","ipau@cgdweb.com.ar","-32.7564299948881","-63.7861200000652"
"140195800","I.P.E.A. Nº 105 ALFONSINA STORNI","Estatal","Activo","AZCUENAGA 21 CENTRO GENERAL DEHEZA","X5923","","GENERAL DEHEZA","JUAREZ CELMAN","ipem105@cdgweb.com.ar","-32.7564299948881","-63.7861200000652"
"140309400","INSTITUTO TECNICO ADRIAN P.URQUIA","Privado","Activo","BVARD. ALMIRANTE BROWN 217 GENERAL DEHEZA","X5923","4057800/01/02","GENERAL DEHEZA","JUAREZ CELMAN","mtorre@itapu.edu.ar","-32.759601","-63.785887"
"140309401","INST. SUP. TECNICO ADRIAN P.URQUIA - ANEXO","Privado","Activo","LA RIOJA S/N","X5923","4057800-01-02","GENERAL DEHEZA","JUAREZ CELMAN","mtorre@itapu.edu.ar","-32.7564317347841","-63.786123691397"
"140384200","ESCUELA MARTIN MIGUEL DE GUEMES","Estatal","Activo","PUEYRREDON 235 ARGENTINO GENERAL DEHEZA","X5923","","GENERAL DEHEZA","JUAREZ CELMAN","esc_guemes@cgdweb.com.ar","-32.7564299948881","-63.7861200000652"
"140384300","INST. DE ED. ESP. AMANECER","Privado","Activo","SAAVEDRA 271 CENTRO GRAL. DEHEZA","X5923","","GENERAL DEHEZA","JUAREZ CELMAN","amanecer@cgdweb.com.ar","-32.7564299948881","-63.7861200000652"
"140499200","J.DE INF. DOCTOR RENE FAVALORO","Estatal","Activo","CHACO Y BV. FRANCIA S/Nº POLIDEPORTIVO GENERAL DEHEZA","X5923","","GENERAL DEHEZA","JUAREZ CELMAN","Jard?scuelanueva@cgd web.com.ar","-32.756429994888","-63.7861200000664"
"140499500","ESCUELA DR.RENE FAVALORO","Estatal","Activo","CHACO 497 POLIDEPORTIVO GENERAL DEHEZA","X5923","","GENERAL DEHEZA","JUAREZ CELMAN","ESCUELANUEVA@CGDWEB.COM.AR","-32.756429994888","-63.7861200000664"
"140530600","FUNDACION MULTIPLICAR","Privado","Inactivo","GENERAL PAZ 85 GENERAL DEHEZA 1° PISO OFIC. 203","X5923","0358-4950724","GENERAL DEHEZA","JUAREZ CELMAN","","-32.7564317347841","-63.786123691397"
"140109800","J.DE INF. DOMINGO F. SARMIENTO","Estatal","Activo","DALMACIO VELEZ SARSFIELD S/Nº HUANCHILLAS","X6121","","HUANCHILLAS","JUAREZ CELMAN","elilo2660@hotmail.com","-33.6665074","-63.6386492"
"140320800","INSTITUTO SECUNDARIO HUANCHILLA","Privado","Activo","VELEZ SARSFIELD 179 HUANCHILLAS","X6121","","HUANCHILLAS","JUAREZ CELMAN","insehuan@gmail.com","-33.6658610722245","-63.6386182899692"
"140320900","ESCUELA DOMINGO FAUSTINO SARMIENTO","Estatal","Activo","CARLOS ALBERTO MAYOL S/Nº HUANCHILLAS","X6121","","HUANCHILLAS","JUAREZ CELMAN","ESCUELADFS@HOTMAIL.COM","-33.6658610722245","-63.6386182899692"
"140334202","C.E.N.M.A. LA CARLOTA ANEXO SEDE HUANCHILLA","Estatal","Activo","CARLOS A MAYOL HUANCHILLA - JUAREZ CELMAN","X6121","","HUANCHILLAS","JUAREZ CELMAN","","",""
"140526000","C.E.N.P.A. HUANCHILLA","Estatal","Activo","CARLOS A. MAYOL HUANCHILLAS","X6121","","HUANCHILLAS","JUAREZ CELMAN","","-33.6658610722245","-63.6386182899692"
"140125500","J.DE INF. DOMINGO FAUSTINO SARMIENTO","Estatal","Activo","JORGE R. ROSS 183 CENTRO LA CARLOTA","X2670","","LA CARLOTA","JUAREZ CELMAN","monicacogorno@hotmail.com","-33.4207019438984","-63.2941986798167"
"140126100","J.DE INF. CABILDANTES DE LA CARLOTA","Estatal","Activo","SARMIENTO 1635 PUNTA DEL SAUCE LA CARLOTA","X2670","421633DIR","LA CARLOTA","JUAREZ CELMAN","nico_stefani03@hotmail.com","-33.4184248071554","-63.3068801816642"
"140126200","I.P.E.T. Nº 255","Estatal","Activo","MARIA ACOSTA 751 CENTRO LA CARLOTA","X2670","","LA CARLOTA","JUAREZ CELMAN","jfiezzi@hotmail.com","-33.4198307878638","-63.2949969607076"
"140127800","ESCUELA ESPECIAL JULIAN CARBALLO","Estatal","Activo","SAN MARTIN 927 LA CARLOTA","X2670","","LA CARLOTA","JUAREZ CELMAN","escjulcar@yahoo.com","-33.428516170077","-63.2990443167057"
"140127900","ESCUELA CABILDANTES DE LA CARLOTA","Estatal","Activo","FANFARRIA ALTO PERU 205 PUNTA DEL SAUCE LA CARLOTA","X2670","","LA CARLOTA","JUAREZ CELMAN","graciela_provens@hotmail.com","-33.4188494583041","-63.3074930643494"
"140128000","J.DE INF. CNEL. VICTORINO ORDOÑEZ","Estatal","Activo","MA.T.B.DE PEREYRA ESQUIVEL 731 CENTRAL ARGENTINO LA CARLOTA","X2670","","LA CARLOTA","JUAREZ CELMAN","agus_correa@hotmail.com","-33.4323231191433","-63.2981687884882"
"140128300","ESCUELA MARÍA TERESA BEDONI (EX-CNEL.VICTORINO ORDOÑEZ)","Estatal","Activo","JORGE R. ROSS 1234 CENTRAL ARGENTINO LA CARLOTA","X2670","","LA CARLOTA","JUAREZ CELMAN","mariabedoni@yahoo.com.ar","-33.432606578023","-63.2979891716178"
"140128500","ESCUELA NOCTURNA MANUEL FERREYRA","Estatal","Activo","VELEZ SSFIELD 651 CENTRO LA CARLOTA","X2670","","LA CARLOTA","JUAREZ CELMAN","","-33.4190360815334","-63.293310989413"
"140320700","I.P.E.A. Nº 213 ING. AGR. LORENZO R. PARODI","Estatal","Activo","CALLE PUBLICA S/Nº LA CARLOTA","X2670","","LA CARLOTA","JUAREZ CELMAN","ipem213@hotmail.com","-33.4558138225223","-63.3108050077642"
"140331300","INST. SUP. NUESTRA MADRE DE LA MERCED","Privado","Activo","9 DE JULIO 271 CENTRO LA CARLOTA","X2670","","LA CARLOTA","JUAREZ CELMAN","mercedariaslacarlota@hotmail.com","-33.420995689647","-63.299674224372"
"140331400","I.P.E.T. Nº 100 MARIA BENITA ARIAS","Estatal","Activo","GENERAL PAZ 320 CENTRO LA CARLOTA","X2670","","LA CARLOTA","JUAREZ CELMAN","francoribba@gmail.com","-33.4205803123781","-63.3018459668458"
"140331500","ESCUELA SUPERIOR DE COMERCIO EL NACIONAL","Estatal","Activo","VELEZ SARSFIELD 651 CENTRO LA CARLOTA","X2670","","LA CARLOTA","JUAREZ CELMAN","elnacional@lacarlota_cba.com.ar","-33.4190360815334","-63.293310989413"
"140334200","C.E.N.M.A. LA CARLOTA","Estatal","Activo","GENERAL PAZ 320 LA CARLOTA","X2670","","LA CARLOTA","JUAREZ CELMAN","cenmacar@yahoo.com.ar","-33.4205803123781","-63.3018459668458"
"140334300","ESCUELA FORTIN HEROICO","Estatal","Activo","MARIA ACOSTA 673 CENTRO LA CARLOTA","X2670","","LA CARLOTA","JUAREZ CELMAN","farmaciamoriconi@lconline.com.ar","-33.420136292495","-63.293723828508"
"140441800","COLEGIO NUESTRA MADRE DE LA MERCED","Privado","Activo","9 DE JULIO 271 CENTRO LA CARLOTA","X2670","","LA CARLOTA","JUAREZ CELMAN","mercedariaslacarlota@hotmail.com","-33.420995689647","-63.299674224372"
"140461900","C.E.P.E.A. LA CARLOTA","Estatal","Activo","DEAN FUNES 850 CENTRO LA CARLOTA","X2670","","LA CARLOTA","JUAREZ CELMAN","vvissani@hotmail.com","-33.4169439315341","-63.2955273311366"
"140482400","COLEGIO INSTITUTO GIRASOLES","Privado","Activo","GENERAL PAZ 173 LA CARLOTA","X2670","421904/154281576","LA CARLOTA","JUAREZ CELMAN","INSTITUTOGIRASOLES@HOTMAIL.COM","-33.419346911171","-63.3012503176169"
"140513113","ESC.DE SUBOF. Y AGENT GRAL MANUEL BELGRANO ANEXO LA CARLOTA","Estatal","Inactivo","AV. VELEZ SARSFIELD 753 CENTRO LA CARLOTA","X2670","423146/47","LA CARLOTA","JUAREZ CELMAN","lj-perez1978@hotmail.com","-33.4239154709359","-63.296684843462"
"140536800","J. DE INF. INSTITUTO GIRASOLES","Privado","Activo","GENERAL PAZ 173 LA CARLOTA","X2670","","LA CARLOTA","JUAREZ CELMAN","","-33.419346911171","-63.3012503176169"
"140128700","BERNARDINO RIVADAVIA","Estatal","Activo","CALLE PUBLICA LA CREMERIA P/LA CARLOTA","X2670","","LA CREMERIA","JUAREZ CELMAN","ngeraldina2012@gmail.com","-33.3794051","-63.3742781"
"140128100","J.DE INF. DOMINGO FAUSTINO SARMIENTO","Estatal","Activo","BUENOS AIRES 220 LOS CISNES","X2684","","LOS CISNES","JUAREZ CELMAN","ugloscisnes@yahoo.com.ar","-33.3980016","-63.4720346"
"140128400","ESCUELA DOMINGO FAUSTINO SARMIENTO","Estatal","Activo","SE?RITA BERIDIANA BAIGORRI 229 LOS CISNES","X2684","","LOS CISNES","JUAREZ CELMAN","ugloscisnes@yahoo.com.ar","-33.3985340127046","-63.4715974490814"
"140320701","I.P.E.A. N° 213 - ANEXO LOS CISNES","Estatal","Activo","BERIDIANA BAIGORRI 229 LOS CISNES","X2684XAC","","LOS CISNES","JUAREZ CELMAN","secundarioloscisnes@hotmail.com","-33.3980256","-63.471509"
"140334201","C.E.N.M.A. LA CARLOTA - ANEXO DE LOS CISNES","Estatal","Activo","BERIDIANA BAIGORRI 229 LOS CISNES","X2684","","LOS CISNES","JUAREZ CELMAN","cenmaloscisnes@yahoo.com.ar","-33.3985340127046","-63.4715974490814"
"140108800","SAN LORENZO","Estatal","Activo","CALLE PUBLICA S/Nº COLONIA MANANTIALES P/LA CARLOTA","X2670","","MANANTIALES","JUAREZ CELMAN","lucreciafy@hotmail.com","-33.5267564","-63.3154622"
"140128600","ESCUELA MANUEL BELGRANO","Estatal","Activo","CALLE PUBLICA S/Nº EX RUTA Nº 8-KM 489 P/LA CARLOTA","X2670","","NO FIGURA EN TABLA","JUAREZ CELMAN","","-33.4143919965793","-63.1743161781191"
"140101800","ESCUELA FRENCH Y BERUTTI","Estatal","Activo","25 DE MAYO 135 OLAETA","X5807","","OLAETA","JUAREZ CELMAN","escuelafrenchyberutti@gmail.com","-33.0447044","-63.905567"
"140101904","C.E.N.M.A. No. 346 - ANEXO OLAETA","Estatal","Inactivo","25 DE MAYO 135 CENTRO OLAETA","X5807","","OLAETA","JUAREZ CELMAN","","-33.0447006947295","-63.9053802000777"
"140372700","J.DE INF. FRENCH Y BERUTTI","Estatal","Activo","25 DE MAYO 163 OLAETA","X5807","","OLAETA","JUAREZ CELMAN","ivanaval1980@hotmail.com","-33.0447007","-63.9053802"
"140482300","INSTITUTO SANTA ROSA DE LIMA","Privado","Activo","25 DE MAYO 135 OLAETA","X5807","","OLAETA","JUAREZ CELMAN","isrdlo@yahoo.com.ar","-33.0447006947295","-63.9053802000777"
"140528000","MARIANO MORENO","Estatal","Activo","CALLE PUBLICA S/N° PARAJE OLMOS","X2686","","OLMOS","JUAREZ CELMAN","","-33.50158","-63.16696"
"140108700","MANUEL BELGRANO","Estatal","Activo","12 DE OCTUBRE S/N PACHECO DE MELO","X6121","422245DIR","PACHECO DE MELO","JUAREZ CELMAN","grace-12@hotmail.com","-33.7579654","-63.491116"
"140109100","JOSE MARIA PAZ","Estatal","Activo","CALLE PUBLICA COLONIA PAVIN P/HUANCHILLA","X6121","","PAVIN","JUAREZ CELMAN","","-33.7686281918034","-63.783993396979"
"140109200","GABRIELA MISTRAL","Estatal","Activo","CALLE PUBLICA S/Nº PAVIN P/ HUANCHILLA","X6121","","PAVIN","JUAREZ CELMAN","sofiaesolis@yahoo.com.ar","-33.7741432","-63.6982149"
"140109300","DOMINGO FAUSTINO SARMIENTO","Estatal","Activo","CALLE PUBLICA S/Nº ESTACION PAVIN P/ HUACHILLA","X6121","15403550(Directora)","PAVIN","JUAREZ CELMAN","escuelapavin@hotmail.com","-33.6553191","-63.7732713"
"140171701","C.E.N.P.A. (FUNC.EN C.E. MISIONERO SALESIANO) ANEXO REDUCCION","Estatal","Activo","JUAN BAUTISTA FASSI REDUCCION","X5000","","REDUCCION","JUAREZ CELMAN","","-33.1988931","-63.8612601"
"140125600","J.DE INF. BERNARDINO RIVADAVIA","Estatal","Activo","EDELWEIS PAZ 546 SANTA EUFEMIA","X2671","","SANTA EUFEMIA","JUAREZ CELMAN","publico@staeufemia.com.ar","-33.1828555946541","-63.4342295000372"
"140125700","ESCUELA BERNADINO RIVADAVIA","Estatal","Activo","EDELWEIS PAZ 572 SANTA EUFEMIA","X2671","","SANTA EUFEMIA","JUAREZ CELMAN","ESCBRIVADAVIA@SANTA.EUFEMIA.CO","-33.1828555946541","-63.4342295000372"
"140125800","ESCUELA BELISARIO ROLDAN","Estatal","Activo","SARMIENTO 626 SANTA EUFEMIA","X2671","","SANTA EUFEMIA","JUAREZ CELMAN","belisario roldan@yahoo.com.ar","-33.1828555946541","-63.4342295000372"
"140331200","INSTITUTO DR. MANUEL BELGRANO","Privado","Activo","AVDA. PTE. PERON 591 SANTA EUFEMIA","X2671","","SANTA EUFEMIA","JUAREZ CELMAN","colsecse@staeufemia.com.ar","-33.1828555946541","-63.4342295000372"
"140334700","J.DE INF. ROSARIO VERA PEÑALOZA","Estatal","Activo","SARMIENTO 626 SANTA EUFEMIA","X2671","","SANTA EUFEMIA","JUAREZ CELMAN","publico@staeufemia.com.ar","-33.1828555946541","-63.4342295000372"
"140486300","C.E.N.M.A. SANTA EUFEMIA","Estatal","Inactivo","EDELWEIS PAZ 572 SANTA EUFEMIA","X2671","","SANTA EUFEMIA","JUAREZ CELMAN","cenmastaeufemia@hotmail.com","-33.1828555946541","-63.4342295000372"
"140541702","C.E.N.M.A. VILLA NUEVA ANEXO SANTA EUFEMIA","Estatal","Activo","EDELWEIS PAZ 572 SANTA EUFEMIA","X2671","","SANTA EUFEMIA","JUAREZ CELMAN","","-33.1814613","-63.2894897"
"140101100","INSTITUTO LIBERTADOR GENERAL SAN MARTIN","Privado","Activo","MODESTO A. GIULIANI 60 CENTRO UCACHA","X2677","","UCACHA","JUAREZ CELMAN","islgsm@yahoo.com","-33.0320599947361","-63.5057300000384"
"140101700","ESCUELA COMANDANTE DE MARINA MARTIN GUERRICO","Estatal","Activo","CORRIENTES Y LA RIOJA S/N UCACHA","X2677","","UCACHA","JUAREZ CELMAN","ceguerrico@ucachanet.com.ar","-33.0320599947361","-63.5057300000384"
"140101900","C.E.N.M.A. No. 346","Estatal","Activo","MODESTO GIULIANI 60 CENTRO UCACHA","X2677","","UCACHA","JUAREZ CELMAN","cenma346@hotmail.com","-33.0320599947361","-63.5057300000384"
"140102600","ESCUELA ESPECIAL SAN JOSE","Estatal","Activo","LA RIOJA 138 UCACHA","X2677","4909986/4893551","UCACHA","JUAREZ CELMAN","escuela_sanjose@yahoo.com.ar","-33.0320599947361","-63.5057300000384"
"140102800","ESCUELA GENERAL JOSE DE SAN MARTIN","Estatal","Activo","MARIANO MORENO 375 SUR UCACHA","X2677","","UCACHA","JUAREZ CELMAN","sanmartince@hotmail.com","-33.0320599947361","-63.5057300000384"
"140170500","J.DE INF. CMTE. DE MARINA GUERRICO","Estatal","Activo","LA RIOJA 114 UCACHA","X2677","","UCACHA","JUAREZ CELMAN","jardinguerrico@hotmail.com","-33.0320599947361","-63.5057300000384"
"140170900","J.DE INF. GENERAL JOSE DE SAN MARTIN","Estatal","Activo","RIO BAMBA 140 BARRIO SUR UCACHA","X2677","","UCACHA","JUAREZ CELMAN","acagnolo@cotagro.com.ar","-33.0320599947361","-63.5057300000384"
"140171500","J.DE INF. ROSARIO VERA PEÑALOZA","Estatal","Activo","JOSE MARIA PAZ 94 NORTE UCACHA","X2677","","UCACHA","JUAREZ CELMAN","VETERIRASTORZA@CGDWEB.COM.AR","-33.0320599947361","-63.5057300000384"
"140311901","I.P.E.A. Nº 81 DIP. DUILIO J. GIORGETTI - ANEXO UCACHA","Estatal","Activo","MARIANO MORENO 375 SUR UCACHA","X2677","","UCACHA","JUAREZ CELMAN","ipem81_anexoucacha@hotmail.com","-33.0320635401365","-63.5057250486385"
"140312400","INST. SUP. CLELIA FANNY CASTAGNINO","Estatal","Activo","LA RIOJA 166 UCACHA","X2677BWD","","UCACHA","JUAREZ CELMAN","direccioncastagnino@gmail.com","-33.0320599947361","-63.5057300000384"
